orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
6903,31-1580204,William J. Clinton Foundation,Public Benefit,Little Rock,AR,4,0,6580874,188250212,207486326,4103353,27.50,95.4,32.0,0.01,Research and Public Policy Institutions,Strengthening the capacity of people to meet the challenges of global interdependence,67.04,,217390148,290896,111.4,168112962,39.54,0.13,4,-29139936,3.0,3322948,184146859,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6903,1.5,,0.77,4
5778,93-0559964,William Temple House,Human Services,Portland,OR,4,0,172463,2307390,2225256,40019,6.27,88.0,-3.4,0.05,Homeless Services,"Lifting spirits, restoring hope",44.14,http://www.williamtemple.org,2527162,47736,0.9,1591155,37.87,1.88,1,-219772,6.8,129443,2267371,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5778,5.1,dgonthier@williamtemple.org,0.48,2
4740,04-2104847,Williams College,Education,Williamstown,MA,3,0,26153102,127304655,181668974,-30172587,27.11,84.1,6.7,0.14,Private Liberal Arts Colleges,Providing the finest possible liberal arts education,63.02,http://www.williams.edu,215896814,556826,7.1,1637344187,35.91,0.25,4,-88592159,12.1,8074738,157477242,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4740,3.7,Annual.Giving@Williams.edu,5.43,4
11071,23-1352691,The Williamson Free School of Mechanical Trades,Education,Media,PA,1,0,1284749,5070549,4778281,3236802,13.24,70.0,-6.8,0.41,"Universities, Graduate Schools, and Technological Institutes",Preparing deserving young men to be useful and respected members of society,37.75,http://www.williamson.edu,6816874,110780,3.2,97340403,24.50,1.62,2,-1746325,18.8,753844,1833747,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11071,11.0,advancement@williamson.edu,3.21,1
7742,04-2237311,Williamstown Theatre Festival,"Arts, Culture, Humanities",Williamstown,MA,2,0,491917,2248686,1957479,-260406,4.62,75.6,-1.6,0.10,Performing Arts,Producing plays with distinction and verve,36.16,http://www.wtfestival.org,2587317,0,-0.4,3841235,31.54,0,1,-338631,19.0,137921,2509092,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7742,5.3,wtfinfo@wtfestival.org,0.22,1
9524,43-0909606,Wings of Hope,International,St. Louis,MO,3,0,190466,2926577,1492909,718726,12.41,76.8,-1.3,0.11,Development and Relief Services,Changing the course of humanity towards peace and hope,45.09,http://www.wings-of-hope.org/,1943311,89032,-3.2,6197392,32.68,4.58,1,983266,9.8,259936,2207851,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9524,13.3,woh206@earthlink.net,3.18,2
4743,56-6037615,The Winston-Salem Foundation,Public Benefit,Winston-Salem,NC,3,0,1609361,17654264,18092100,97400,10.00,88.9,-10.7,0.03,Community Foundations,Investing in our community by making philanthropy and its benefits available to all.,46.39,http://www.wsfoundation.org,20335760,195970,-16.7,201807293,36.39,0.96,1,-2681496,7.9,634299,17556864,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4743,3.1,info@wsfoundation.org,9.92,2
9995,56-0891921,Winston-Salem Rescue Mission,Human Services,Winston-Salem,NC,3,0,167281,2698111,2187089,128842,28.84,80.3,5.1,0.14,Homeless Services,Caring since 1967,61.87,,2723048,52362,12.7,5157306,33.03,1.92,4,-24937,6.1,368678,2569269,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9995,13.5,,1.89,4
9510,39-6078526,Wisconsin Chamber Orchestra,"Arts, Culture, Humanities",Madison,WI,0,0,396168,975915,919052,90519,10.00,54.8,-23.8,0.51,Performing Arts,Get close to the music,25.48,http://www.wcoconcerts.org/,1675502,,-5.3,5592759,15.48,,1,-699587,23.6,360282,885396,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9510,21.5,wco@wcoconcerts.org,3.33,1
8035,39-0921093,Wisconsin Historical Foundation,"Arts, Culture, Humanities",Madison,WI,4,0,136776,3583022,3365995,88490,27.50,87.5,17.5,0.09,"Libraries, Historical Societies and Landmark Preservation",Serving the Wisconsin Historical Society since 1954,66.25,http://www.wisconsinhistory.org/whf/index.asp,3845006,113616,26.0,13225456,38.75,2.95,4,8016,3.5,342236,3494532,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8035,8.9,whsmember@wisconsinhistory.org,3.20,4
4744,39-0810533,Wisconsin Humane Society,Animals,Milwaukee,WI,3,0,568034,5219964,4785606,255900,17.18,83.3,0.0,0.12,"Animal Rights, Welfare, and Services",Saving lives,52.55,http://www.wihumane.org,5738240,156763,3.5,12504711,35.36,2.73,2,-518276,9.8,384600,4964064,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4744,6.7,donate@wihumane.org,2.17,3
10619,39-1393216,Wisconsin Paralyzed Veterans of America,Public Benefit,West Allis,WI,0,0,123409,812690,254812,9084,7.50,30.8,-10.0,0.55,Advocacy and Civil Rights,Still serving,7.50,http://www.wisconsinpva.org/,827009,16152,-6.6,667610,0.00,1.95,1,-14319,14.9,448788,803606,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10619,54.2,info@wisconsinpva.org,0.80,0
4745,39-1447533,Wisconsin Public Broadcasting Foundation,"Arts, Culture, Humanities",Madison,WI,4,0,169782,8811506,6648994,-103760,13.37,80.3,-0.3,0.16,Public Broadcasting and Media,Oversees fundraising for the Wisconsin Educational Communications Board,51.40,http://www.ecb.org,8275380,0,-3.2,11184493,38.03,0,2,536126,2.0,1456604,8915266,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4745,17.6,gene.purcell@ecb.org,1.35,3
8036,23-7363536,Wisconsin Public Radio Association,"Arts, Culture, Humanities",Madison,WI,2,4995673,128386,6134424,4479523,58684,13.88,74.7,5.1,0.23,Public Broadcasting and Media,Improving and preserving Wisconsin Public Radio,46.23,http://www.wpra.org/,5994774,,-0.7,1761227,32.35,,2,139650,2.1,1386865,6075740,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8036,23.1,Sherer@wpr.org,0.27,2
8415,39-1476965,Wisconsin Sports Development Corporation,Human Services,Madison,WI,1,0,198558,1369870,999649,47003,3.41,70.8,-2.8,0.25,Multipurpose Human Service Organizations,"Promoting health, active lifestyles and a sense of community",30.13,http://www.sportsinwisconsin.com,1410565,91822,-3.9,42148,26.72,6.50,1,-40695,14.0,212358,1322867,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8415,15.0,info@sportsinwisconsin.com,0.02,1
11125,94-3163746,Wishing Star Foundation,Health,Spokane,WA,2,0,25697,331214,417610,54407,7.50,82.3,-16.8,0.23,Patient and Family Support,We help children's wishes come true,37.14,http://www.wishingstar.org,507052,51588,-7.8,416021,29.64,10.17,1,-175838,5.0,63745,276807,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11125,12.5,info@wishingstar.org,0.82,1
8308,72-1297795,Wishing Well Foundation USA,Health,Metairie,LA,0,0,123443,1323922,135588,77,7.73,10.3,-0.6,0.79,Patient and Family Support,Making the wishes of terminally ill children come true,7.73,http://www.wishingwellusa.org,1307437,63600,2.1,97570,0.00,4.86,1,16485,9.4,1048406,1323845,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8308,80.1,wellfoundation@bellsouth.net,0.07,0
4746,23-1629016,WITF,"Arts, Culture, Humanities",Harrisburg,PA,3,260245,1299284,8973070,9855002,-226441,18.38,73.6,-11.7,0.28,Public Broadcasting and Media,"Engaging minds, enriching lives, uniquely",53.08,http://www.witf.org,13382879,254708,8.3,16075174,34.70,1.90,3,-4409809,9.7,2228593,9199511,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4746,16.6,donorservices@witf.org,1.19,3
10830,13-4167155,WITNESS,International,Brooklyn,NY,1,0,428383,1795842,3149858,-342692,17.50,72.6,-4.8,0.35,"International Peace, Security, and Affairs","See it, film it, change it",41.66,http://www.witness.org/,4336904,78788,20.6,2891914,24.16,1.81,3,-2541062,9.8,758663,2138534,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10830,17.4,sara@witness.org,0.66,2
4747,59-0711482,WJCT,"Arts, Culture, Humanities",Jacksonville,FL,4,0,609146,7723880,5299219,33269,29.01,82.4,7.0,0.06,Public Broadcasting and Media,Tune in. Find out.,67.25,http://www.wjct.org,6425917,179709,9.0,12149343,38.24,2.79,4,1297963,9.4,517552,7690611,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4747,8.0,audienceservices@wjct.org,1.85,4
5596,59-6155012,WMFE,"Arts, Culture, Humanities",Orlando,FL,3,0,968642,7396275,6182328,109786,19.17,76.0,0.8,0.13,Public Broadcasting and Media,"Engaging, educating, entertaining and enriching our audience",55.84,http://www.wmfe.org,8128534,162009,9.5,4401314,36.66,1.99,3,-732259,11.9,977564,7286489,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5596,12.0,wmfe@wmfe.org,0.41,3
4748,14-1400177,WMHT Educational Telecommunications,"Arts, Culture, Humanities",Troy,NY,2,0,1608848,6927075,5966453,-401380,12.17,63.3,-8.1,0.26,Public Broadcasting and Media,Providing access to high-quality programs and services that educate and inspire for a lifetime,42.33,http://www.wmht.org,9420821,184450,2.1,15630626,30.16,1.95,1,-2493746,17.0,1845520,7328455,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4748,19.5,membership@wmht.org,1.65,2
10340,59-1619213,WMNF,"Arts, Culture, Humanities",Tampa,FL,1,0,584345,1581652,896210,37539,28.00,55.6,5.9,0.09,Public Broadcasting and Media,"An independent grassroots media organization that entertains, educates and unites the community",53.14,http://www.wmnf.org/,1610896,34039,8.3,2398155,25.14,2.11,4,-29244,36.2,130341,1544113,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10340,8.0,give@wmnf.org,1.48,3
5105,23-7011544,Wolf Trap Foundation for the Performing Arts,"Arts, Culture, Humanities",Vienna,VA,3,0,3346666,25677732,20455778,1053864,12.35,77.9,-1.5,0.33,Performing Arts,Presenting and creating excellent and innovative performing arts programs,45.14,http://www.wolftrap.org,26249748,447832,0.0,30508588,32.79,1.70,1,-572016,12.7,2447304,24623868,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5105,9.3,give@wolftrap.org,1.12,2
12850,36-2969526,Women Employed,Human Services,Chicago,IL,2,0,145949,1225862,1226149,257335,10.47,75.5,-14.0,0.25,Social Services,It's up to us,38.02,http://www.womenemployed.org/,1622796,115700,2.9,1214455,27.55,7.12,1,-396934,8.9,250698,968527,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12850,15.4,info@womenemployed.org,0.74,1
7623,52-1838756,Women for Women International,International,Washington,DC,2,21502,1824333,26481505,15904242,146037,26.55,74.1,12.8,0.14,Development and Relief Services,Helping women survivors of war rebuild their lives,56.47,,21439929,215871,9.0,13669402,29.91,1.00,4,5041576,8.5,3711354,26335468,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7623,17.3,,0.63,3
12087,59-1592524,"Women In Distress of Broward County, Inc.",Human Services,Fort Lauderdale,FL,3,0,385399,4661903,3551578,152500,23.91,80.5,8.4,0.10,Social Services,Stop abuse for everyone,56.96,http://www.womenindistress.org,4408383,138770,6.4,3007372,33.05,3.14,4,253520,8.7,471406,4509403,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12087,10.6,info@womenindistress.org,0.68,3
5440,52-1513535,Women In Military Service For America Memorial Foundation,"Arts, Culture, Humanities",Washington,DC,2,0,440921,2426958,2560288,272369,10.00,77.1,-8.0,0.15,Museums,"Honoring all servicewomen - past, present and future",41.85,http://www.womensmemorial.org/,3318310,70000,-4.4,13952965,31.85,2.10,1,-891352,13.2,317101,2154589,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5440,9.5,pr@womensmemorial.org,4.19,2
12212,65-0862995,Women of Tomorrow Mentor & Scholarship Program,Human Services,Miami,FL,4,0,56547,552676,470610,53598,27.50,84.0,9.7,0.06,"Youth Development, Shelter, and Crisis Services",Changing the world one young woman at a time,65.90,http://www.womenoftomorrow.org/,560123,86931,13.3,967717,38.40,15.51,4,-7447,10.0,32966,499078,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12212,5.8,womenoftomorrow@womenoftomorrow.org,0.65,4
9166,52-2100597,Women Thrive Worldwide,International,Washington,DC,2,0,279095,2986110,1240376,-62182,30.00,73.3,41.9,0.05,"International Peace, Security, and Affairs",Shaping U.S. policies that help women lift themselves and their families out of poverty,62.33,http://www.womenthrive.org/,1690109,125902,18.1,2202510,32.33,7.44,4,1296001,16.5,170638,3048292,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9166,10.0,thrive@womenthrive.org,1.30,4
9487,36-3488628,Women's Business Development Center,Public Benefit,Chicago,IL,4,0,414149,3246190,2600149,27056,21.39,81.3,5.8,0.05,Community and Housing Development,Empowering women towards entrepreneurship and economic self-sufficiency,59.53,http://www.wbdc.org,3194761,136698,6.7,1272538,38.13,4.27,3,51429,12.9,180463,3219134,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9487,5.6,wbdc@wbdc.org,0.39,3
10158,52-2148006,WomenHeart,Health,Washington,DC,1,0,563720,2116043,1558908,27915,15.09,64.3,13.3,0.14,"Diseases, Disorders, and Disciplines",The national coalition for women with heart disease,41.53,http://www.womenheart.org/,2420878,206578,2.5,448638,26.43,8.53,2,-304835,23.2,298250,2088128,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10158,12.3,mail@womenheart.org,0.18,2
9449,23-7423496,The Women's Center,Human Services,Vienna,VA,3,0,200220,2241165,1894613,52929,2.50,85.9,-8.3,0.15,Social Services,Let's talk,38.55,http://www.thewomenscenter.org/,2204553,115000,-8.0,425276,36.05,5.21,1,36612,9.0,109720,2188236,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9449,4.9,twc@thewomenscenter.org,0.19,1
8427,22-2840188,Women's Community Revitalization Project,Public Benefit,Philadelphia,PA,4,0,124827,1963083,2073449,87264,18.03,91.7,-3.1,0.05,Community and Housing Development,Together we're building a place for everyone,57.20,http://www.wcrpphila.com/,2260136,99159,7.4,5129559,39.17,4.38,3,-297053,5.5,61860,1875819,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8427,2.7,chaynes@wcrpphila.com,2.26,3
9716,84-1039305,The Women's Foundation of Colorado,Public Benefit,Denver,CO,1,0,292364,1821326,1464818,-3236611,30.00,63.5,103.8,0.10,Advocacy and Civil Rights,Think big. Be bold. Make change.,56.35,,2305619,139425,38.1,16316511,26.35,6.04,4,-484293,12.6,548437,5057937,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9716,23.7,,3.29,3
11311,65-0436923,"Women's Fund of Miami-Dade County, Inc.",Public Benefit,Miami,FL,3,0,110892,1045242,831531,175842,22.50,77.9,24.5,0.14,Advocacy and Civil Rights,Funding programs that work to improve the lives of women and girls,55.29,http://www.womensfundmiami.org,1066989,35417,15.7,1235119,32.79,3.31,4,-21747,10.3,124566,869400,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11311,11.6,info@womensfundmiami.org,0.17,3
7968,41-1685134,Women's Funding Network,Public Benefit,San Francisco,CA,1,0,581862,2301207,2794988,-2129073,20.00,69.9,4.5,0.16,Fundraising Organizations,What you do right now can change the world,44.49,http://www.womensfundingnetwork.org,3995871,155007,-4.9,5675043,24.49,3.87,3,-1694664,14.5,619021,4430280,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7968,15.4,info@womensfundingnetwork.org,1.42,2
8784,74-1467811,The Women's Home,Human Services,Houston,TX,3,0,277553,3916578,1626742,532082,20.00,74.9,13.3,0.08,Children's and Family Services,From crisis to self sufficiency,54.99,http://www.thewomenshome.org,2171266,115969,-0.8,13142994,34.99,5.34,3,1745312,12.7,266971,3384496,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8784,12.2,info@thewomenshome.org,5.91,3
8822,52-2199581,Women's Learning Partnership,International,Bethesda,MD,4,0,54829,1798632,1349297,66821,30.00,89.6,16.2,0.05,"International Peace, Security, and Affairs","For rights, development, and peace",68.96,http://www.learningpartnership.org,1505884,76252,12.7,2125031,38.96,5.06,4,292748,3.6,101758,1731811,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8822,6.7,wlp@learningpartnership.org,1.41,4
9901,22-2514148,The Women's Lunch Place,Human Services,Boston,MA,3,0,107050,1627555,1458938,22023,18.87,79.1,0.1,0.17,Homeless Services,Dignity is everything,51.79,http://www.womenslunchplace.org/,1842177,118419,14.8,844640,32.91,6.42,3,-214622,5.8,276189,1605532,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9901,14.9,info@womenslunchplace.org,0.45,3
8412,23-7380557,Women's Sports Foundation,Human Services,East Meadow,NY,3,0,452340,3832553,4699982,-81885,8.76,79.3,-14.4,0.19,Multipurpose Human Service Organizations,Advancing the lives of girls and women through sports and physical activity,41.70,http://www.womenssportsfoundation.org,5923072,356430,1.2,6952814,32.93,6.01,1,-2090519,7.6,770750,3914438,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8412,13.0,info@womenssportsfoundation.org,0.99,2
11233,23-1989161,Women's Way,Human Services,Philadelphia,PA,3,0,123805,1494268,1224469,-169081,22.20,81.2,9.5,0.09,Social Services,A powerful voice for women,57.83,http://www.womensway.org,1506291,100508,4.7,1321612,35.62,6.67,3,-12023,8.2,158017,1663349,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11233,10.4,info@womensway.org,0.87,3
4751,91-6070005,Woodland Park Zoo,Animals,Seattle,WA,3,0,4281388,35612669,25903276,1721790,22.36,79.6,8.8,0.10,Zoos and Aquariums,"Inspiring people to learn, care and act",57.83,http://www.zoo.org,32501699,239604,7.3,17022165,35.46,0.73,3,3110970,13.1,2317035,33890879,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4751,7.1,donations@zoo.org,0.39,3
4752,13-3055729,Woodlawn Foundation,Public Benefit,New Rochelle,NY,4,0,695976,13755708,9472689,-678054,16.53,93.1,1.3,0.00,Community Foundations,Supporting projects that receive pastoral care from the Prelature of Opus Dei,55.84,http://www.woodlawnfoundation.org/,10170529,16920,-6.6,32443315,39.31,0.16,2,3585179,6.8,1864,14433762,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4752,0.0,giving@woodlawnfoundation.org,3.18,3
6624,23-1381459,Woodmere Art Museum,"Arts, Culture, Humanities",Philadelphia,PA,2,0,283840,1528785,1340207,367235,20.00,73.0,-4.5,0.20,Museums,Celebrating Philadelphia's artistic legacy,49.80,http://www.woodmereartmuseum.org/,1833414,93536,15.2,14115001,29.80,5.10,3,-304629,15.4,209367,1161550,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6624,11.4,mawilliams@woodmereartmuseum.org,4.91,2
